Thu Dec 17 07:03:16 2020    prof.txt

         150531575 function calls (149477974 primitive calls) in 274.147 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 validators.py:295(_DeepIterable)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:18(binom_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2786(gamma_gen)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 selector_events.py:603(_SelectorTransport)
        1    0.000    0.000    0.061    0.061 core.py:633(set_file)
        6    0.000    0.000    0.000    0.000 reduction.py:43(register)
        1    0.000    0.000    0.004    0.004 testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 optimize.py:2028(Brent)
        1    0.000    0.000    0.000    0.000 format.py:1282(FloatArrayFormatter)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        8    0.000    0.000    0.000    0.000 config.py:804(inner)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pathlib.py:941(parent)
        1    0.000    0.000    0.000    0.000 patches.py:1185(Arrow)
        3    0.000    0.000    0.000    0.000 datetime.py:2199(_create)
        9    0.000    0.000    0.000    0.000 _globals.py:75(__repr__)
        1    0.000    0.000    0.000    0.000 pkgutil.py:458(get_loader)
        1    0.000    0.000    0.000    0.000 gradient_boosting.py:29(BaseHistGradientBoosting)
        1    0.000    0.000    0.000    0.000 _arff.py:322(ArffException)
        1    0.000    0.000    0.002    0.002 __init__.py:2409(EntryPoint)
        1    0.000    0.000    0.000    0.000 _strptime.py:170(TimeRE)
        1    0.000    0.000    0.000    0.000 ioloop.py:31(DelayedCallback)
        1    0.000    0.000    0.001    0.001 auto.py:24(AutoMagics)
        1    0.000    0.000    0.000    0.000 base.py:282(_ProgressControl)
        1    0.000    0.000    0.000    0.000 scroll.py:1(<module>)
        1    0.000    0.000    0.000    0.000 history.py:171(DummyHistory)
        1    0.000    0.000    0.000    0.000 style_transformation.py:292(_MergedStyleTransformation)
        1    0.000    0.000    0.000    0.000 vt100.py:154(_16ColorCache)
        1    0.000    0.000    0.000    0.000 tempdir.py:1(<module>)
        1    0.000    0.000    0.000    0.000 payload.py:2(<module>)
        1    0.000    0.000    0.000    0.000 ultratb.py:599(ListTB)
        1    0.000    0.000    0.000    0.000 load.py:1(<module>)
        1    0.000    0.000    0.000    0.000 percolation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:274(norm_gen)
        1    0.000    0.000    0.000    0.000 rk.py:276(RK45)
        1    0.000    0.000    0.000    0.000 std.py:69(TRLock)
        1    0.000    0.000    0.000    0.000 triangulation.py:4(Triangulation)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:260(PngInfo)
        1    0.000    0.000    0.000    0.000 widgets.py:25(LockDraw)
        1    0.000    0.000    0.000    0.000 __init__.py:637(RcParams)
        1    0.000    0.000    0.000    0.000 shared_docs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 accessor.py:25(SparseAccessor)
        1    0.000    0.000    0.000    0.000 six.py:477(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        2    0.000    0.000    0.000    0.000 arrayprint.py:1546(set_string_function)
        1    0.000    0.000    0.000    0.000 legendre.py:1608(Legendre)
        2    0.000    0.000    0.000    0.000 contextlib.py:379(_create_cb_wrapper)
        1    0.000    0.000    0.000    0.000 _nca.py:30(NeighborhoodComponentsAnalysis)
        1    0.000    0.000    0.000    0.000 _data.py:1749(Normalizer)
        1    0.000    0.000    0.000    0.000 __init__.py:355(get_provider)
        1    0.000    0.000    0.000    0.000 widget_selection.py:456(Dropdown)
        1    0.000    0.000    0.000    0.000 widget_selectioncontainer.py:71(Accordion)
        1    0.000    0.000    0.000    0.000 connect.py:289(<listcomp>)
        1    0.000    0.000    0.000    0.000 instance.py:450(BoundMethod)
        7    0.000    0.000    0.000    0.000 cache.py:52(inference_state_function_cache)
        1    0.000    0.000    0.000    0.000 controls.py:919(SearchBufferControl)
        1    0.000    0.000    0.000    0.000 containers.py:188(HorizontalAlign)
        1    0.000    0.000    0.000    0.000 history.py:110(ThreadedHistory)
        1    0.000    0.000    0.001    0.001 strdispatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 syspathcontext.py:42(prepended_to_syspath)
        2    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_adapter}
        4    0.000    0.000    0.000    0.000 pretty.py:801(for_type_by_name)
        1    0.000    0.000    0.000    0.000 ipstruct.py:28(Struct)
        1    0.000    0.000    0.000    0.000 interval_graph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contextmanagers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1797(IPv6Address)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4337(levy_stable_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:563(beta_gen)
        2    0.000    0.000    0.000    0.000 constructor.py:129(<listcomp>)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:745(ToolbarTk)
        1    0.000    0.000    0.000    0.000 category.py:133(StrCategoryFormatter)
        1    0.000    0.000    0.000    0.000 blocks.py:1899(ObjectValuesExtensionBlock)
        4    0.000    0.000    0.000    0.000 interval.py:122(__call__)
        1    0.000    0.000    0.000    0.000 parquet.py:74(PyArrowImpl)
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stats.py:1(<module>)
        8    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        1    0.000    0.000    0.000    0.000 nodes.py:94(Node)
        1    0.000    0.000    0.000    0.000 widget_box.py:112(GridBox)
        1    0.000    0.000    0.000    0.000 typing.py:438(CastFunction)
        1    0.000    0.000    0.000    0.000 nested.py:16(NestedCompleter)
        1    0.000    0.000    0.000    0.000 ansi.py:14(ANSI)
        1    0.000    0.000    0.000    0.000 buffer.py:62(ValidationState)
        1    0.000    0.000    0.000    0.000 sysconfig.py:333(get_makefile_filename)
        1    0.000    0.000    0.000    0.000 response.py:1(<module>)
        1    0.000    0.000    0.000    0.000 file_summary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 reportviews.py:215(NodeDataView)
        1    0.000    0.000    0.000    0.000 series_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:579(SocketListener)
        1    0.000    0.000    0.000    0.000 _version_info.py:9(VersionInfo)
        1    0.000    0.000    0.000    0.000 axis.py:1968(XAxis)
        8    0.000    0.000    0.000    0.000 animation.py:106(register)
        1    0.000    0.000    0.000    0.000 pytables.py:1813(TableIterator)
        1    0.000    0.000    0.000    0.000 _logsumexp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linecache.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 threading.py:94(_RLock)
        1    0.000    0.000    0.000    0.000 _internal.py:216(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 colors.py:1099(TwoSlopeNorm)
        1    0.000    0.000    0.000    0.000 pyparsing.py:288(conditionAsParseAction)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3581(__init__)
        1    0.000    0.000    0.000    0.000 dummy.py:409(DummyRegressor)
        1    0.000    0.000    0.000    0.000 pool.py:178(PicklingPool)
        1    0.000    0.000    0.000    0.000 _memmapping_reducer.py:508(TemporaryResourcesManager)
        1    0.000    0.000    0.000    0.000 memory.py:368(MemorizedFunc)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2991(__init__)
        2    0.000    0.000    0.000    0.000 _compat.py:92(with_metaclass)
        1    0.000    0.000    0.000    0.000 widget_selection.py:469(RadioButtons)
        1    0.000    0.000    0.000    0.000 widget_string.py:43(HTMLMath)
        2    0.000    0.000    0.000    0.000 errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:26(Context)
        1    0.000    0.000    0.000    0.000 generics.py:38(LazyGenericManager)
        1    0.000    0.000    0.000    0.000 controls.py:486(DummyControl)
        1    0.000    0.000    0.000    0.000 validation.py:44(Validator)
        1    0.000    0.000    0.000    0.000 fuzzy_completer.py:17(FuzzyCompleter)
        1    0.000    0.000    0.000    0.000 style.py:356(_MergedStyle)
        1    0.000    0.000    0.000    0.000 capture.py:16(RichOutput)
        1    0.000    0.000    0.000    0.000 prefilter.py:397(EmacsChecker)
        1    0.000    0.000    0.000    0.000 edmondskarp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 betweenness_subset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 reportviews.py:973(OutEdgeView)
        1    0.000    0.000    0.000    0.000 union_find.py:8(UnionFind)
        1    0.000    0.000    0.000    0.000 _laplacian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:15(NodeEvent)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:393(FigureManagerTk)
        1    0.000    0.000    0.003    0.003 __init__.py:274(load)
        1    0.000    0.000    0.000    0.000 encoder.py:182(encode)
        1    0.000    0.000    0.000    0.000 inspect.py:2445(Parameter)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        6    0.000    0.000    0.000    0.000 core.py:847(__init__)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _forest.py:175(BaseForest)
        1    0.000    0.000    0.000    0.000 link.py:64(IdentityLink)
        1    0.000    0.000    0.000    0.000 _structures.py:39(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 runtime.py:691(Undefined)
        1    0.000    0.000    0.000    0.000 compiler.py:218(UndeclaredNameVisitor)
        1    0.000    0.000    0.000    0.000 renderable.py:1(<module>)
        1    0.000    0.000    0.000    0.000 widget_string.py:37(HTML)
        1    0.000    0.000    0.000    0.000 widget_box.py:72(VBox)
        1    0.000    0.000    0.000    0.000 widget_box.py:92(HBox)
        1    0.000    0.000    0.000    0.000 basic.py:20(MagicsDisplay)
        1    0.000    0.000    0.000    0.000 current.py:26(AppSession)
        1    0.000    0.000    0.000    0.000 display.py:346(FileLink)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 client.py:106(<dictcomp>)
        1    0.000    0.000    0.000    0.000 request.py:432(OpenerDirector)
        1    0.000    0.000    0.000    0.000 breadth_first_search.py:1(<module>)
        8    0.000    0.000    0.000    0.000 heaps.py:136(_inherit_doc)
        1    0.000    0.000    0.000    0.000 relations.py:54(IdentityRelation)
        1    0.000    0.000    0.000    0.000 type.py:10(VisionsBaseTypeMeta)
        3    0.000    0.000    0.000    0.000 blas.py:397(get_blas_funcs)
        1    0.000    0.000    0.000    0.000 unix_events.py:1248(ThreadedChildWatcher)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:3102(Frame)
        1    0.000    0.000    0.000    0.000 rrule.py:1110(_iterinfo)
        1    0.000    0.000    0.000    0.000 animation.py:1452(ArtistAnimation)
        1    0.000    0.000    0.000    0.000 __init__.py:858(__init__)
        1    0.000    0.000    0.000    0.000 optimize.py:55(MemoizeJac)
        1    0.000    0.000    0.000    0.000 grouper.py:35(Grouper)
        1    0.000    0.000    0.000    0.000 groupby.py:435(GroupByPlot)
        1    0.000    0.000    0.000    0.000 rolling.py:2169(RollingGroupby)
        1    0.000    0.000    0.000    0.000 array.py:1480(_add_unary_ops)
        1    0.000    0.000    0.000    0.000 dispatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:538(Repository)
        1    0.000    0.000    0.000    0.000 mathtext.py:1557(List)
        1    0.000    0.000    0.000    0.000 ticker.py:2742(LogitLocator)
        2    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        1    0.000    0.000    0.005    0.005 <frozen importlib._bootstrap_external>:1015(_cache_bytecode)
        1    0.000    0.000    0.000    0.000 _fortran.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4364(Suppress)
        1    0.000    0.000    0.000    0.000 nodes.py:503(Const)
        1    0.000    0.000    0.000    0.000 locks.py:162(Event)
        1    0.000    0.000    0.000    0.000 filters.py:71(AbstractUsedNamesFilter)
        1    0.000    0.000    0.000    0.000 renderer.py:319(CPR_Support)
        1    0.000    0.000    0.000    0.000 vi.py:58(TextObjectType)
        1    0.000    0.000    0.000    0.000 processors.py:532(ShowArg)
        1    0.000    0.000    0.000    0.000 processors.py:771(ReverseSearchProcessor)
        1    0.000    0.000    0.000    0.000 mouse_events.py:25(MouseEventType)
        2    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_converter}
        1    0.000    0.000    0.000    0.000 unistring.py:2(<module>)
        4    0.000    0.000    0.000    0.000 magic.py:271(no_var_expand)
        1    0.000    0.000    0.000    0.000 display.py:850(JSON)
        1    0.000    0.000    0.000    0.000 cmd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traitlets.py:2585(List)
        1    0.000    0.000    0.000    0.000 axisgrid.py:1070(PairGrid)
        1    0.000    0.000    0.000    0.000 imagehash.py:84(ImageHash)
        1    0.000    0.000    0.000    0.000 greedy_coloring_with_interchange.py:6(Node)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:186(IterativeSubproblem)
        1    0.000    0.000    0.000    0.000 matfuncs.py:208(ProductOperator)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streams.py:310(StreamWriter)
        1    0.000    0.000    0.000    0.000 parser.py:190(parse_document_end)
        1    0.000    0.000    0.000    0.000 __init__.py:3985(Image)
        3    0.000    0.000    0.000    0.000 legend_handler.py:341(__init__)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:16(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:440(TracebackException)
        1    0.000    0.000    0.000    0.000 pytables.py:25(PyTablesScope)
        5    0.000    0.000    0.000    0.000 generic.py:10727(<genexpr>)
